Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,16/06/2019,Bangalore,Mumbai,Morning,Evening,2h 10m,non-stop,5018
Air India,18/06/2019,Mumbai,Kolkata,Evening,Night,3h,2 stops,5849
Air India,17/02/2019,Mumbai,Kolkata,Night,Evening,4h 15m,1 stop,13327
Air India,18/05/2019,Chennai,Kolkata,Afternoon,Evening,3h,2 stops,3447
Air India,18/02/2019,Chennai,Hyderabad,Afternoon,Night,3h,2 stops,10109
Air India,26/06/2019,Chennai,Cochin,Night,Afternoon,2h 30m,1 stop,10674
Air India,26/12/2019,Bangalore,Mumbai,Evening,Morning,1h 45m,non-stop,7852
Air India,21/01/2019,Chennai,Cochin,Morning,Morning,3h,2 stops,13830
Air India,17/12/2019,Mumbai,Delhi,Afternoon,Afternoon,2h 30m,non-stop,12401
Air India,19/10/2019,Bangalore,Hyderabad,Morning,Afternoon,4h 15m,1 stop,7213
Air India,08/01/2019,Delhi,Cochin,Morning,Night,2h 10m,2 stops,12165
Air India,16/11/2019,Mumbai,Hyderabad,Morning,Morning,3h,non-stop,8211
Air India,27/06/2019,Mumbai,Cochin,Night,Evening,2h 30m,1 stop,6789
Air India,18/05/2019,Delhi,Mumbai,Night,Afternoon,4h 15m,2 stops,10234
Air India,22/05/2019,Bangalore,Mumbai,Afternoon,Afternoon,3h,1 stop,14507
Air India,13/04/2019,Mumbai,Hyderabad,Morning,Morning,2h 30m,1 stop,4979
Air India,08/07/2019,Chennai,Delhi,Night,Morning,1h 45m,1 stop,12688
Air India,01/12/2019,Kolkata,Mumbai,Afternoon,Afternoon,4h 15m,1 stop,5815
Air India,09/08/2019,Bangalore,Mumbai,Night,Evening,2h 10m,1 stop,13322
Air India,06/02/2019,Delhi,Cochin,Night,Afternoon,3h,2 stops,4629
Air India,29/05/2019,Kolkata,Delhi,Evening,Evening,4h 15m,1 stop,3043
Air India,30/08/2019,Kolkata,Delhi,Morning,Morning,2h 30m,2 stops,9050
Air India,07/01/2019,Mumbai,Kolkata,Morning,Morning,1h 45m,1 stop,14508
Air India,20/11/2019,Chennai,Kolkata,Night,Night,3h,non-stop,10774
Air India,05/12/2019,Mumbai,Delhi,Night,Night,4h 15m,1 stop,3321
Air India,30/10/2019,Kolkata,Mumbai,Morning,Evening,4h 15m,1 stop,6016
Air India,01/07/2019,Kolkata,Cochin,Night,Evening,4h 15m,non-stop,4833
Air India,18/09/2019,Kolkata,Cochin,Night,Afternoon,3h,2 stops,8974
Air India,30/01/2019,Chennai,Mumbai,Night,Night,1h 45m,1 stop,10538
Air India,23/02/2019,Kolkata,Delhi,Night,Morning,2h 10m,non-stop,12278
Air India,25/01/2019,Kolkata,Delhi,Night,Afternoon,4h 15m,non-stop,11377
Air India,21/08/2019,Delhi,Cochin,Morning,Afternoon,3h,2 stops,4294
Air India,17/09/2019,Delhi,Mumbai,Morning,Morning,2h 10m,1 stop,6287
Air India,16/12/2019,Kolkata,Cochin,Evening,Night,3h,non-stop,9411
Air India,01/07/2019,Kolkata,Mumbai,Evening,Morning,2h 30m,non-stop,13224
Air India,16/12/2019,Chennai,Cochin,Morning,Night,2h 30m,2 stops,3501
Air India,19/02/2019,Bangalore,Kolkata,Evening,Evening,4h 15m,1 stop,4850
Air India,05/07/2019,Mumbai,Kolkata,Afternoon,Afternoon,3h,non-stop,7407
Air India,11/07/2019,Mumbai,Delhi,Morning,Morning,2h 30m,2 stops,7222
Air India,01/11/2019,Mumbai,Hyderabad,Night,Afternoon,4h 15m,non-stop,13933
Air India,03/05/2019,Kolkata,Cochin,Night,Evening,3h,non-stop,14823
Air India,28/01/2019,Chennai,Cochin,Evening,Morning,2h 30m,2 stops,3126
Air India,08/02/2019,Kolkata,Cochin,Afternoon,Evening,4h 15m,non-stop,12070
Air India,17/09/2019,Kolkata,Hyderabad,Night,Night,2h 30m,non-stop,5293
Air India,27/12/2019,Bangalore,Hyderabad,Night,Evening,2h 30m,non-stop,5363
Air India,04/09/2019,Mumbai,Delhi,Evening,Afternoon,3h,1 stop,7888
Air India,26/03/2019,Mumbai,Delhi,Afternoon,Afternoon,2h 10m,non-stop,9699
Air India,26/08/2019,Bangalore,Kolkata,Morning,Night,2h 30m,1 stop,7895
Air India,03/03/2019,Bangalore,Mumbai,Morning,Evening,4h 15m,1 stop,10992
Air India,14/11/2019,Mumbai,Cochin,Evening,Evening,4h 15m,2 stops,12315
Air India,21/04/2019,Kolkata,Delhi,Night,Night,1h 45m,non-stop,6476
Air India,03/12/2019,Delhi,Cochin,Morning,Morning,2h 30m,non-stop,8623
Air India,29/04/2019,Delhi,Kolkata,Morning,Night,2h 30m,1 stop,7412
Air India,31/07/2019,Chennai,Mumbai,Morning,Night,2h 10m,2 stops,12565
Air India,11/09/2019,Chennai,Kolkata,Evening,Morning,2h 10m,2 stops,11766
Air India,07/09/2019,Kolkata,Hyderabad,Morning,Night,4h 15m,non-stop,11873
Air India,18/05/2019,Mumbai,Cochin,Afternoon,Afternoon,3h,non-stop,6439
Air India,11/03/2019,Bangalore,Mumbai,Evening,Night,1h 45m,non-stop,13838
Air India,26/10/2019,Mumbai,Hyderabad,Morning,Morning,2h 10m,1 stop,5202
Air India,02/11/2019,Chennai,Cochin,Evening,Morning,2h 10m,non-stop,7124
Air India,24/06/2019,Bangalore,Kolkata,Night,Night,3h,2 stops,3449
Air India,17/01/2019,Bangalore,Delhi,Evening,Evening,3h,non-stop,10733
Air India,24/02/2019,Bangalore,Mumbai,Morning,Night,2h 10m,1 stop,12951
Air India,15/04/2019,Mumbai,Cochin,Afternoon,Night,1h 45m,2 stops,6955
Air India,31/10/2019,Chennai,Delhi,Evening,Night,4h 15m,2 stops,3784
Air India,26/09/2019,Bangalore,Mumbai,Morning,Morning,1h 45m,1 stop,6100
Air India,31/05/2019,Delhi,Mumbai,Evening,Evening,1h 45m,1 stop,8860
Air India,24/03/2019,Chennai,Cochin,Afternoon,Morning,2h 10m,non-stop,5015
Air India,25/11/2019,Kolkata,Hyderabad,Evening,Night,2h 10m,1 stop,8258
Air India,27/03/2019,Bangalore,Hyderabad,Night,Afternoon,1h 45m,2 stops,6156
Air India,08/09/2019,Chennai,Hyderabad,Evening,Afternoon,2h 30m,non-stop,11583
Air India,22/03/2019,Mumbai,Cochin,Morning,Evening,3h,1 stop,7595
Air India,17/11/2019,Chennai,Cochin,Afternoon,Afternoon,4h 15m,1 stop,14825
Air India,16/03/2019,Mumbai,Cochin,Morning,Afternoon,1h 45m,1 stop,11397
Air India,14/02/2019,Kolkata,Hyderabad,Night,Night,2h 10m,2 stops,5669
Air India,31/10/2019,Bangalore,Mumbai,Morning,Evening,1h 45m,1 stop,10784
Air India,04/07/2019,Chennai,Cochin,Morning,Night,4h 15m,1 stop,8195
Air India,16/11/2019,Bangalore,Mumbai,Evening,Morning,2h 10m,2 stops,3313
Air India,06/07/2019,Delhi,Mumbai,Afternoon,Morning,2h 30m,non-stop,6395
Air India,25/06/2019,Delhi,Mumbai,Night,Night,3h,2 stops,3673
Air India,04/06/2019,Chennai,Delhi,Evening,Afternoon,2h 10m,non-stop,5558
Air India,24/11/2019,Delhi,Kolkata,Night,Night,2h 30m,1 stop,9109
Air India,26/07/2019,Bangalore,Mumbai,Night,Afternoon,2h 10m,non-stop,5635
Air India,25/05/2019,Mumbai,Cochin,Night,Morning,2h 30m,1 stop,5760
Air India,09/03/2019,Bangalore,Hyderabad,Morning,Afternoon,4h 15m,2 stops,9262
Air India,24/06/2019,Mumbai,Hyderabad,Evening,Night,2h 10m,non-stop,8945
Air India,13/05/2019,Kolkata,Hyderabad,Night,Evening,1h 45m,2 stops,9007
Air India,28/06/2019,Bangalore,Kolkata,Night,Evening,4h 15m,1 stop,9204
Air India,02/10/2019,Chennai,Cochin,Night,Morning,2h 10m,1 stop,8267
Air India,20/10/2019,Mumbai,Hyderabad,Night,Evening,3h,non-stop,10766
Air India,01/06/2019,Delhi,Cochin,Afternoon,Afternoon,1h 45m,1 stop,8521
Air India,06/03/2019,Bangalore,Mumbai,Morning,Afternoon,2h 10m,1 stop,8948
Air India,25/02/2019,Mumbai,Kolkata,Afternoon,Night,4h 15m,1 stop,11148
Air India,28/02/2019,Chennai,Hyderabad,Night,Afternoon,3h,non-stop,14372
Air India,15/01/2019,Kolkata,Cochin,Afternoon,Night,2h 30m,non-stop,8978
Air India,08/07/2019,Chennai,Hyderabad,Evening,Night,4h 15m,non-stop,13410
Air India,09/02/2019,Bangalore,Hyderabad,Morning,Morning,2h 10m,2 stops,5801
Air India,29/11/2019,Chennai,Delhi,Night,Morning,4h 15m,non-stop,12494
Air India,15/07/2019,Kolkata,Hyderabad,Evening,Night,3h,2 stops,10591
Air India,20/05/2019,Bangalore,Mumbai,Morning,Afternoon,2h 30m,2 stops,12008
Air India,23/09/2019,Bangalore,Delhi,Afternoon,Evening,1h 45m,2 stops,12395
Air India,11/07/2019,Chennai,Kolkata,Night,Afternoon,3h,1 stop,11049
Air India,12/10/2019,Bangalore,Mumbai,Evening,Morning,2h 10m,2 stops,9691
Air India,16/03/2019,Chennai,Hyderabad,Evening,Morning,3h,non-stop,8839
Air India,12/07/2019,Kolkata,Cochin,Night,Evening,4h 15m,non-stop,12929
Air India,06/04/2019,Delhi,Mumbai,Morning,Morning,4h 15m,1 stop,14960
Air India,09/11/2019,Bangalore,Delhi,Night,Night,3h,non-stop,3026
Air India,17/12/2019,Mumbai,Hyderabad,Evening,Night,2h 30m,non-stop,5232
Air India,01/01/2019,Chennai,Cochin,Night,Night,3h,1 stop,10101
Air India,26/06/2019,Mumbai,Kolkata,Morning,Morning,2h 10m,non-stop,11631
Air India,03/09/2019,Bangalore,Kolkata,Afternoon,Afternoon,4h 15m,non-stop,10854
Air India,10/03/2019,Chennai,Cochin,Night,Evening,1h 45m,2 stops,8483
Air India,19/10/2019,Bangalore,Cochin,Night,Evening,4h 15m,2 stops,5749
Air India,30/07/2019,Delhi,Mumbai,Afternoon,Afternoon,3h,1 stop,4981
Air India,03/04/2019,Bangalore,Cochin,Night,Afternoon,3h,1 stop,6325
Air India,19/02/2019,Delhi,Kolkata,Night,Morning,3h,2 stops,6425
Air India,01/07/2019,Kolkata,Delhi,Night,Night,4h 15m,2 stops,7047
Air India,06/11/2019,Mumbai,Cochin,Morning,Night,4h 15m,2 stops,14524
Air India,30/04/2019,Bangalore,Cochin,Night,Afternoon,2h 30m,2 stops,3806
Air India,23/02/2019,Delhi,Kolkata,Morning,Night,2h 30m,2 stops,10114
Air India,22/04/2019,Bangalore,Cochin,Afternoon,Morning,1h 45m,1 stop,11223
Air India,28/03/2019,Delhi,Kolkata,Evening,Evening,2h 10m,1 stop,7675
Air India,22/01/2019,Mumbai,Kolkata,Evening,Night,2h 10m,1 stop,9036
Air India,05/11/2019,Kolkata,Mumbai,Morning,Night,2h 30m,non-stop,10094
Air India,15/10/2019,Chennai,Cochin,Evening,Afternoon,2h 30m,2 stops,13745
Air India,29/05/2019,Delhi,Mumbai,Morning,Afternoon,2h 10m,1 stop,8137
Air India,26/06/2019,Bangalore,Hyderabad,Afternoon,Morning,4h 15m,2 stops,4019
Air India,09/04/2019,Kolkata,Mumbai,Morning,Morning,3h,2 stops,10475
Air India,20/08/2019,Kolkata,Delhi,Night,Morning,3h,2 stops,14954
Air India,11/01/2019,Mumbai,Hyderabad,Afternoon,Morning,2h 10m,non-stop,11967
Air India,05/01/2019,Mumbai,Cochin,Night,Evening,2h 10m,2 stops,8704
Air India,22/09/2019,Kolkata,Delhi,Morning,Night,1h 45m,non-stop,10940
Air India,18/12/2019,Delhi,Kolkata,Morning,Afternoon,2h 30m,1 stop,12578
Air India,22/07/2019,Mumbai,Hyderabad,Evening,Night,2h 30m,2 stops,4467
Air India,28/01/2019,Kolkata,Delhi,Night,Afternoon,3h,non-stop,10165
Air India,23/07/2019,Mumbai,Hyderabad,Night,Evening,2h 30m,1 stop,8542
Air India,22/07/2019,Bangalore,Delhi,Evening,Evening,2h 30m,2 stops,13418
Air India,14/08/2019,Delhi,Cochin,Afternoon,Night,3h,1 stop,7287
Air India,28/03/2019,Mumbai,Delhi,Night,Afternoon,3h,2 stops,5994
Air India,26/10/2019,Bangalore,Mumbai,Evening,Morning,2h 30m,2 stops,5846
Air India,14/02/2019,Mumbai,Kolkata,Evening,Night,2h 30m,2 stops,14635
Air India,22/01/2019,Mumbai,Cochin,Morning,Evening,1h 45m,1 stop,3532
Air India,10/04/2019,Bangalore,Mumbai,Afternoon,Afternoon,3h,non-stop,14539
Air India,21/06/2019,Mumbai,Kolkata,Afternoon,Afternoon,2h 10m,non-stop,8550
Air India,23/02/2019,Bangalore,Mumbai,Night,Morning,2h 30m,1 stop,4226
Air India,10/01/2019,Bangalore,Hyderabad,Night,Night,1h 45m,1 stop,7912
Air India,12/11/2019,Delhi,Hyderabad,Evening,Evening,2h 10m,non-stop,5946
Air India,14/12/2019,Kolkata,Mumbai,Evening,Night,4h 15m,2 stops,5132
Air India,07/05/2019,Bangalore,Delhi,Night,Afternoon,3h,non-stop,13272
Air India,12/12/2019,Bangalore,Kolkata,Night,Night,2h 30m,2 stops,10825
Air India,27/06/2019,Mumbai,Delhi,Night,Night,3h,non-stop,4330
Air India,16/11/2019,Mumbai,Delhi,Evening,Afternoon,2h 10m,2 stops,14268
Air India,09/05/2019,Kolkata,Hyderabad,Morning,Night,1h 45m,non-stop,8952
Air India,24/01/2019,Bangalore,Kolkata,Morning,Afternoon,2h 10m,2 stops,12255
Air India,18/09/2019,Mumbai,Cochin,Night,Evening,2h 10m,non-stop,13320
Air India,20/11/2019,Mumbai,Delhi,Evening,Evening,4h 15m,1 stop,9216
Air India,03/09/2019,Mumbai,Delhi,Night,Afternoon,1h 45m,1 stop,14276
Air India,06/04/2019,Bangalore,Mumbai,Morning,Morning,2h 10m,1 stop,9630
Air India,01/11/2019,Mumbai,Cochin,Night,Evening,1h 45m,non-stop,6482
Air India,05/09/2019,Kolkata,Delhi,Morning,Morning,2h 10m,2 stops,4724
Air India,08/11/2019,Bangalore,Hyderabad,Evening,Night,2h 30m,non-stop,12826
Air India,25/04/2019,Bangalore,Hyderabad,Afternoon,Afternoon,3h,1 stop,11271
Air India,24/08/2019,Bangalore,Mumbai,Afternoon,Evening,1h 45m,2 stops,3085
Air India,26/08/2019,Mumbai,Delhi,Night,Afternoon,4h 15m,1 stop,5529
Air India,30/10/2019,Delhi,Cochin,Morning,Morning,4h 15m,1 stop,10334
Air India,18/11/2019,Mumbai,Cochin,Evening,Night,4h 15m,1 stop,14729
Air India,12/09/2019,Mumbai,Kolkata,Evening,Morning,2h 30m,1 stop,4224
Air India,15/06/2019,Kolkata,Hyderabad,Morning,Night,2h 30m,1 stop,9153
Air India,18/07/2019,Delhi,Kolkata,Night,Evening,2h 30m,non-stop,14350
Air India,13/10/2019,Bangalore,Delhi,Night,Afternoon,1h 45m,non-stop,7264
Air India,24/03/2019,Bangalore,Hyderabad,Night,Night,2h 10m,2 stops,4709
Air India,04/10/2019,Bangalore,Mumbai,Afternoon,Evening,1h 45m,1 stop,6469
Air India,18/09/2019,Mumbai,Delhi,Morning,Evening,3h,non-stop,13291
Air India,17/11/2019,Delhi,Kolkata,Night,Evening,2h 10m,1 stop,9129
Air India,04/09/2019,Delhi,Mumbai,Morning,Morning,2h 30m,1 stop,7403
Air India,11/06/2019,Mumbai,Hyderabad,Afternoon,Night,2h 10m,2 stops,9608
Air India,01/02/2019,Delhi,Cochin,Night,Evening,2h 10m,1 stop,12710
Air India,07/06/2019,Mumbai,Delhi,Morning,Morning,2h 30m,non-stop,8442
Air India,10/08/2019,Delhi,Hyderabad,Afternoon,Night,2h 10m,1 stop,13153
Air India,23/11/2019,Delhi,Mumbai,Morning,Afternoon,2h 30m,non-stop,12538
Air India,08/08/2019,Mumbai,Hyderabad,Evening,Morning,2h 10m,non-stop,12136
Air India,23/08/2019,Kolkata,Delhi,Evening,Afternoon,3h,1 stop,4292
Air India,04/11/2019,Delhi,Mumbai,Morning,Afternoon,2h 10m,2 stops,4609
Air India,09/08/2019,Delhi,Kolkata,Evening,Morning,2h 30m,2 stops,11367
Air India,06/04/2019,Kolkata,Hyderabad,Afternoon,Afternoon,4h 15m,non-stop,13147
Air India,20/07/2019,Chennai,Hyderabad,Evening,Night,3h,2 stops,9275
Air India,24/10/2019,Bangalore,Mumbai,Morning,Morning,4h 15m,1 stop,6646
Air India,18/06/2019,Mumbai,Cochin,Morning,Evening,1h 45m,1 stop,7105
Air India,21/04/2019,Mumbai,Cochin,Afternoon,Night,2h 10m,1 stop,4014
Air India,31/01/2019,Kolkata,Mumbai,Afternoon,Morning,2h 30m,non-stop,7992
Air India,11/11/2019,Mumbai,Delhi,Afternoon,Evening,2h 30m,non-stop,4507
Air India,26/08/2019,Chennai,Hyderabad,Night,Evening,2h 10m,1 stop,11268
Air India,24/07/2019,Mumbai,Cochin,Afternoon,Evening,3h,2 stops,6215
Air India,07/07/2019,Delhi,Hyderabad,Evening,Afternoon,4h 15m,non-stop,10639
Air India,11/03/2019,Chennai,Kolkata,Morning,Afternoon,2h 10m,non-stop,12564
Air India,16/02/2019,Delhi,Kolkata,Night,Evening,3h,non-stop,8306
Air India,26/10/2019,Mumbai,Cochin,Afternoon,Evening,3h,2 stops,3428
Air India,10/09/2019,Bangalore,Delhi,Evening,Morning,4h 15m,non-stop,12493
Air India,14/10/2019,Delhi,Mumbai,Afternoon,Afternoon,3h,2 stops,3743
Air India,06/04/2019,Chennai,Kolkata,Morning,Afternoon,2h 10m,1 stop,11979
Air India,02/08/2019,Kolkata,Delhi,Evening,Evening,2h 30m,non-stop,5242
Air India,08/03/2019,Chennai,Cochin,Morning,Morning,3h,non-stop,7293
Air India,08/11/2019,Delhi,Cochin,Afternoon,Afternoon,2h 30m,1 stop,5742
Air India,26/12/2019,Kolkata,Mumbai,Night,Morning,3h,non-stop,8750
Air India,01/04/2019,Delhi,Mumbai,Evening,Evening,1h 45m,2 stops,5312
Air India,24/04/2019,Mumbai,Delhi,Afternoon,Night,4h 15m,2 stops,11676
Air India,07/06/2019,Chennai,Hyderabad,Night,Afternoon,1h 45m,non-stop,7639
Air India,14/04/2019,Bangalore,Kolkata,Afternoon,Night,1h 45m,non-stop,4297
Air India,24/05/2019,Delhi,Hyderabad,Night,Morning,2h 10m,1 stop,10336
Air India,18/02/2019,Delhi,Kolkata,Afternoon,Evening,2h 10m,non-stop,10589
Air India,28/06/2019,Kolkata,Cochin,Morning,Evening,4h 15m,1 stop,10683
Air India,09/01/2019,Kolkata,Hyderabad,Evening,Evening,3h,2 stops,4116
Air India,13/02/2019,Chennai,Mumbai,Night,Evening,1h 45m,non-stop,6906
Air India,28/08/2019,Bangalore,Hyderabad,Evening,Evening,4h 15m,non-stop,10467
Air India,20/07/2019,Chennai,Mumbai,Morning,Evening,2h 10m,non-stop,5215
Air India,21/04/2019,Bangalore,Cochin,Afternoon,Night,2h 30m,non-stop,5758
Air India,20/09/2019,Chennai,Hyderabad,Night,Night,4h 15m,1 stop,5363
Air India,08/10/2019,Bangalore,Hyderabad,Afternoon,Afternoon,4h 15m,1 stop,11078
Air India,05/11/2019,Delhi,Cochin,Morning,Morning,3h,2 stops,11672
Air India,24/10/2019,Delhi,Mumbai,Evening,Evening,2h 30m,non-stop,8807
Air India,07/09/2019,Kolkata,Cochin,Night,Afternoon,1h 45m,non-stop,13032
Air India,21/03/2019,Bangalore,Mumbai,Evening,Morning,3h,1 stop,14309
Air India,01/02/2019,Kolkata,Hyderabad,Night,Morning,1h 45m,non-stop,10254
Air India,08/12/2019,Mumbai,Hyderabad,Evening,Night,1h 45m,1 stop,4642
Air India,24/06/2019,Bangalore,Hyderabad,Evening,Afternoon,3h,2 stops,4119
Air India,03/10/2019,Chennai,Cochin,Afternoon,Morning,1h 45m,2 stops,3155
Air India,30/11/2019,Delhi,Hyderabad,Night,Night,1h 45m,2 stops,4641
Air India,05/02/2019,Bangalore,Cochin,Night,Afternoon,1h 45m,1 stop,10105
Air India,29/03/2019,Chennai,Mumbai,Evening,Evening,4h 15m,2 stops,10377
Air India,22/06/2019,Bangalore,Cochin,Morning,Afternoon,3h,non-stop,14650
Air India,18/05/2019,Bangalore,Cochin,Evening,Morning,1h 45m,non-stop,7228
Air India,05/03/2019,Kolkata,Hyderabad,Night,Evening,2h 10m,non-stop,14519
Air India,09/06/2019,Mumbai,Hyderabad,Evening,Afternoon,2h 30m,non-stop,6383
Air India,23/12/2019,Mumbai,Hyderabad,Morning,Morning,2h 10m,2 stops,3037
Air India,15/03/2019,Bangalore,Delhi,Morning,Night,3h,non-stop,7305
Air India,09/03/2019,Bangalore,Mumbai,Afternoon,Morning,2h 30m,1 stop,10839
Air India,16/02/2019,Kolkata,Hyderabad,Morning,Night,2h 10m,non-stop,14297
Air India,22/10/2019,Bangalore,Mumbai,Afternoon,Evening,4h 15m,1 stop,8149
Air India,29/08/2019,Kolkata,Hyderabad,Afternoon,Night,2h 30m,non-stop,7484
Air India,12/07/2019,Kolkata,Hyderabad,Night,Night,3h,1 stop,13715
Air India,09/07/2019,Delhi,Mumbai,Morning,Evening,4h 15m,2 stops,12280
Air India,09/05/2019,Kolkata,Cochin,Evening,Afternoon,4h 15m,1 stop,13853
Air India,03/06/2019,Kolkata,Mumbai,Night,Morning,3h,2 stops,8232
Air India,24/09/2019,Mumbai,Cochin,Afternoon,Afternoon,4h 15m,1 stop,3141
Air India,30/05/2019,Bangalore,Hyderabad,Morning,Afternoon,2h 30m,non-stop,11344
Air India,15/12/2019,Mumbai,Hyderabad,Evening,Night,2h 30m,non-stop,10256
Air India,13/06/2019,Delhi,Cochin,Afternoon,Night,2h 30m,2 stops,14496
Air India,17/12/2019,Delhi,Mumbai,Afternoon,Evening,1h 45m,2 stops,8167
Air India,14/02/2019,Kolkata,Cochin,Afternoon,Afternoon,3h,1 stop,11569
Air India,02/12/2019,Delhi,Hyderabad,Evening,Evening,2h 10m,1 stop,13123
Air India,09/02/2019,Bangalore,Kolkata,Evening,Morning,3h,1 stop,10134
Air India,09/06/2019,Mumbai,Hyderabad,Evening,Night,2h 10m,1 stop,7183
Air India,24/02/2019,Chennai,Cochin,Morning,Night,2h 10m,non-stop,10494
Air India,25/07/2019,Mumbai,Hyderabad,Night,Evening,1h 45m,non-stop,3835
Air India,13/04/2019,Bangalore,Delhi,Afternoon,Morning,3h,2 stops,4423
Air India,30/12/2019,Mumbai,Cochin,Afternoon,Night,2h 30m,non-stop,13727
Air India,03/07/2019,Mumbai,Kolkata,Morning,Afternoon,2h 10m,non-stop,6410
Air India,22/08/2019,Delhi,Cochin,Afternoon,Night,3h,non-stop,9288
Air India,09/02/2019,Bangalore,Hyderabad,Evening,Morning,2h 10m,non-stop,14853
Air India,19/05/2019,Bangalore,Cochin,Evening,Night,2h 10m,non-stop,13839
Air India,29/04/2019,Mumbai,Hyderabad,Afternoon,Evening,4h 15m,2 stops,4579
Air India,10/07/2019,Kolkata,Hyderabad,Morning,Evening,1h 45m,1 stop,12080
Air India,13/10/2019,Mumbai,Hyderabad,Morning,Morning,4h 15m,non-stop,5521
Air India,08/01/2019,Mumbai,Cochin,Evening,Evening,3h,2 stops,8807
Air India,24/03/2019,Delhi,Mumbai,Afternoon,Night,1h 45m,non-stop,9215
Air India,15/03/2019,Chennai,Mumbai,Night,Night,2h 10m,1 stop,10936
Air India,21/06/2019,Mumbai,Cochin,Morning,Evening,3h,2 stops,14577
Air India,19/05/2019,Chennai,Kolkata,Afternoon,Morning,1h 45m,2 stops,6598
Air India,13/02/2019,Bangalore,Mumbai,Night,Morning,2h 10m,non-stop,7016
Air India,15/11/2019,Kolkata,Cochin,Afternoon,Evening,3h,1 stop,10722
Air India,16/11/2019,Chennai,Cochin,Evening,Morning,2h 10m,2 stops,5205
Air India,30/06/2019,Mumbai,Kolkata,Night,Evening,2h 10m,non-stop,4074
Air India,18/05/2019,Chennai,Hyderabad,Morning,Afternoon,3h,non-stop,4624
Air India,15/07/2019,Chennai,Delhi,Night,Afternoon,1h 45m,1 stop,5017
Air India,10/06/2019,Mumbai,Delhi,Night,Afternoon,4h 15m,2 stops,6973
Air India,30/01/2019,Bangalore,Delhi,Night,Evening,2h 10m,non-stop,11809
Air India,24/04/2019,Bangalore,Kolkata,Afternoon,Night,1h 45m,1 stop,11267
Air India,07/10/2019,Mumbai,Hyderabad,Night,Evening,2h 30m,1 stop,13450
Air India,16/10/2019,Mumbai,Kolkata,Afternoon,Night,4h 15m,non-stop,13258
Air India,01/05/2019,Bangalore,Delhi,Night,Morning,4h 15m,2 stops,12668
Air India,30/04/2019,Kolkata,Mumbai,Morning,Evening,2h 10m,non-stop,7401
Air India,04/09/2019,Kolkata,Cochin,Evening,Morning,3h,non-stop,14958
Air India,06/04/2019,Bangalore,Kolkata,Afternoon,Night,4h 15m,2 stops,10348
Air India,14/07/2019,Kolkata,Cochin,Evening,Afternoon,2h 10m,1 stop,14403
Air India,18/02/2019,Bangalore,Kolkata,Afternoon,Afternoon,2h 30m,1 stop,10901
Air India,20/09/2019,Mumbai,Delhi,Evening,Evening,2h 10m,2 stops,14322
Air India,06/06/2019,Kolkata,Cochin,Afternoon,Evening,2h 10m,2 stops,4457
Air India,30/11/2019,Bangalore,Cochin,Evening,Evening,2h 10m,2 stops,10883
Air India,27/04/2019,Kolkata,Delhi,Evening,Night,2h 30m,1 stop,11173
Air India,03/03/2019,Kolkata,Hyderabad,Evening,Afternoon,2h 10m,non-stop,12927
Air India,17/03/2019,Bangalore,Mumbai,Evening,Morning,2h 30m,non-stop,9850
Air India,12/12/2019,Bangalore,Kolkata,Night,Morning,4h 15m,1 stop,9558
Air India,03/07/2019,Chennai,Cochin,Morning,Morning,2h 30m,2 stops,8946
Air India,09/10/2019,Bangalore,Delhi,Afternoon,Afternoon,1h 45m,2 stops,12401
Air India,28/04/2019,Chennai,Mumbai,Night,Evening,2h 10m,2 stops,11472
Air India,04/10/2019,Mumbai,Cochin,Morning,Afternoon,2h 10m,2 stops,3294
Air India,08/04/2019,Chennai,Kolkata,Evening,Night,3h,1 stop,9090
Air India,14/08/2019,Mumbai,Delhi,Morning,Afternoon,1h 45m,non-stop,6722
Air India,14/08/2019,Kolkata,Delhi,Night,Evening,2h 30m,non-stop,13143
Air India,29/03/2019,Chennai,Mumbai,Morning,Evening,2h 30m,1 stop,11203
Air India,20/07/2019,Kolkata,Hyderabad,Night,Night,2h 30m,1 stop,11311
Air India,07/02/2019,Kolkata,Hyderabad,Evening,Morning,2h 30m,2 stops,7668
Air India,02/09/2019,Bangalore,Mumbai,Night,Morning,2h 10m,non-stop,3496
Air India,10/08/2019,Bangalore,Mumbai,Night,Morning,3h,2 stops,9107
Air India,19/02/2019,Delhi,Kolkata,Night,Evening,2h 10m,1 stop,5577
Air India,29/07/2019,Kolkata,Hyderabad,Evening,Morning,2h 10m,non-stop,13724
Air India,15/12/2019,Kolkata,Mumbai,Evening,Night,3h,1 stop,13914
Air India,08/01/2019,Delhi,Cochin,Evening,Morning,2h 10m,2 stops,11858
Air India,04/11/2019,Bangalore,Kolkata,Evening,Evening,4h 15m,1 stop,6868
Air India,06/09/2019,Kolkata,Cochin,Evening,Evening,3h,non-stop,14585
Air India,18/09/2019,Mumbai,Kolkata,Night,Evening,3h,non-stop,10216
Air India,07/10/2019,Delhi,Mumbai,Afternoon,Night,4h 15m,1 stop,8698
Air India,13/07/2019,Mumbai,Kolkata,Evening,Evening,4h 15m,non-stop,8390
Air India,23/05/2019,Bangalore,Hyderabad,Morning,Evening,3h,2 stops,11552
Air India,19/02/2019,Chennai,Kolkata,Afternoon,Afternoon,3h,2 stops,3614
